Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.38557052612305,35.25069620600811,26.767993469907726,28.90878995513679,855215656
2007-10-08,30.727670669555664,33.480122790770764,30.534515292099577,33.480122790770764,126671715
2007-10-09,32.8201789855957,33.109909879074095,29.08585756305142,30.743766243977518,116725709
2007-10-10,33.12600326538086,33.80204486122549,32.83627240041195,33.67327388987095,67931378
2007-10-11,36.828121185302734,38.63089683676507,32.83626362116269,38.63089683676507,106320954
2007-10-12,36.58668899536133,37.954866688520234,35.733590836431546,36.05551499952776,99410791
2007-10-15,37.069576263427734,37.568561349828464,36.7476520914438,37.343212682889295,41814972
2007-10-16,40.852176666259766,41.49602924077963,36.86031864903732,37.117856185745175,138614496
2007-10-17,44.03923416137695,45.06938880023695,34.156159031125945,36.69936107341818,204876259
2007-10-18,42.49400329589844,48.11158235401636,40.6751324321906,44.7474727045501,146617799
2007-10-19,42.34913635253906,44.0714315530647,40.240530397481606,41.52822709075295,110266491
2007-10-22,41.785762786865234,43.08955374685492,40.401486429232264,41.4960319475759,72253405
2007-10-23,44.76355743408203,45.16596255887084,42.81591401027917,42.81591401027917,74594921
2007-10-24,44.07142639160156,46.1961265599384,43.57244136157235,45.713235990139744,63055170
2007-10-25,43.9748420715332,45.0050009475827,38.84015088263432,42.574471350344865,34522489
2007-10-26,45.294742584228516,46.019071988891504,43.540254057494366,44.74746973193268,62370025
2007-10-29,46.212223052978516,47.322863116257366,45.80981786575801,46.03516651715179,43657697
2007-10-30,47.242374420166016,48.513971985813654,45.455693058727526,46.839969298180996,79921711
2007-10-31,48.2242546081543,49.286607046026774,47.3228686303015,47.48383072394494,44655368
2007-11-01,47.14579391479492,49.7855732248209,46.759487622891704,49.41536139102304,50632492
2007-11-02,47.998897552490234,48.28863276357732,45.06938708623845,45.43960333009962,32001693
2007-11-05,48.980777740478516,50.05922465038863,47.676982150989716,47.966717415126965,38833135
2007-11-06,49.62461853027344,52.763378903079875,48.94857696131693,49.83386834851875,81880281
2007-11-07,48.90029525756836,51.25034002932942,47.80575391683548,50.542109451855744,33593141
2007-11-08,48.06328582763672,49.36708122458195,47.00093790394117,47.644786188938625,27990521
2007-11-12,49.22220993041992,50.09140679667139,45.343021683779455,46.61462369804081,35153735
2007-11-13,50.397239685058594,51.411299937604646,48.46569468349432,50.05922105633523,43830531
2007-11-14,49.73729705810547,51.990766234240375,49.47975510386447,51.28253131804759,36738579
2007-11-15,50.57431411743164,51.45960581315932,49.62463582455474,50.670889646778356,29242252
2007-11-16,50.22017288208008,51.363001694693445,49.640706880144016,50.348941649274174,18895294
2007-11-19,52.03904724121094,53.92230425330356,50.976699370992236,51.363005702719306,40716718
2007-11-20,51.2342414855957,53.27846074278146,50.606487636899615,51.82980204552199,26342171
2007-11-21,47.242374420166016,51.845887269124596,46.09954125390355,51.540061996241,26814499
2007-11-22,45.61665725708008,48.64274741010353,43.63682483689468,46.74339165173236,34096185
2007-11-23,48.64274978637695,48.93248062873772,45.906390327885084,48.61055650025344,27664090
2007-11-26,49.029056549072266,50.445521853502896,48.64275021134144,50.445521853502896,20159123
2007-11-27,47.82185745239258,49.8660772602611,47.32287662435764,49.8660772602611,20573198
2007-11-28,47.11358642578125,49.09342249449697,46.791662429746,48.86807395072284,16435311
2007-11-29,45.84200668334961,48.54616840447756,45.24644619106912,48.288630856322634,25530967
2007-11-30,47.612613677978516,47.902344659381235,46.03518556467259,46.679034130624196,18437721
2007-12-03,48.288639068603516,48.88419966216892,47.82184727101483,48.19205919683893,16851227
2007-12-04,47.6608772277832,49.01296027575765,47.306759823182716,48.61055512652422,14008727
2007-12-05,49.56023406982422,49.73729497464344,47.64478797017189,47.7413634699818,27725290
2007-12-06,48.64274978637695,51.39519933836742,48.01499598928242,50.63867676315426,24104710
2007-12-07,48.43349838256836,49.64071393349724,47.56430580572498,48.948577890906485,11742386
2007-12-10,48.48180389404297,49.07736023729622,47.854049887550694,48.90030365411989,8330010
2007-12-11,48.256431579589844,49.19001053370546,48.014988520781934,48.91637419378155,11685950
2007-12-12,48.2242546081543,48.65885313426684,47.3228686303015,47.64479281758839,16342131
2007-12-13,47.41944122314453,48.93248655687527,47.24238467757807,48.288638221904904,14620172
2007-12-14,46.9526481628418,47.693076347841625,46.711205043763215,47.25847786022501,10991851
2007-12-17,44.11970520019531,47.483813482371886,43.45975823606097,47.22627160623117,19355678
2007-12-18,43.92656707763672,45.39132042469129,42.558389242950625,43.62073734450929,21607783
2007-12-19,43.12174987792969,45.72933633634023,42.75153798294486,45.34302561421434,19526912
2007-12-20,42.687156677246094,44.03924000523789,42.49400129233638,43.68512252729945,17105204
2007-12-24,43.99095153808594,44.68308765362374,42.97688687532872,43.33100434753155,16711519
2007-12-26,45.32693099975586,45.87420379318257,44.23238977927809,44.23238977927809,20930094
2007-12-27,45.648868560791016,46.90437222286134,45.26255772644155,46.26052374319687,44565277
2007-12-28,46.00297546386719,46.19613083639226,45.06939189105865,45.552278139183365,18354518
2007-12-31,46.340972900390625,46.61460918914251,45.777605868525995,46.35707172112541,11982308
2008-01-01,47.19408416748047,47.628682589582,46.14783080919445,46.58242923129599,16687746
2008-01-02,46.93655776977539,47.54821285118241,46.24442164169965,47.1940953725648,13437280
2008-01-03,48.86808776855469,49.06124309406674,46.08344528874516,46.6468124411033,31815218
2008-01-04,48.61055374145508,50.22017429252559,48.28862963124098,49.57632607209739,28011310
2008-01-07,48.20814895629883,49.31878452483595,47.69306950291376,48.30472444351937,15858063
2008-01-08,46.566341400146484,48.93248482047358,46.002974127038875,48.25644321946929,13282666
2008-01-09,45.825904846191406,46.82387042086799,45.71323053888719,46.614620630945886,13113527
2008-01-10,44.73136520385742,47.3228568883294,44.42553555526829,46.035160458691195,18023003
2008-01-11,45.407413482666016,45.84201196583568,43.6207317999409,45.34302690502021,11629440
2008-01-14,46.09954071044922,46.582426851138635,44.763556594483504,45.48788580551762,10264240
2008-01-15,44.69916534423828,47.033114779614976,44.328953548453434,46.83996383668341,11558334
2008-01-16,43.78168869018555,44.74746104218779,42.67105310520814,44.37724918052865,14834065
2008-01-17,44.95671844482422,45.95468415360822,43.00907477505412,43.942653909190525,16169395
2008-01-18,42.86421585083008,44.63479880191813,42.493999558865376,44.58650668287853,13254156
2008-01-21,35.57262420654297,42.49399282814056,30.9852032857848,42.49399282814056,33202389
2008-01-22,31.999263763427734,33.80203961720713,25.415914097000133,32.06364814752252,58755707
2008-01-23,35.57262420654297,36.94080172476575,32.51434504816264,32.51434504816264,28425991
2008-01-24,35.65309524536133,38.18019976761144,33.9629940788492,37.488063972695585,29911930
2008-01-25,37.48808288574219,37.66513944596316,35.97503742678064,37.34321525183316,12550722
2008-01-28,37.89048767089844,38.18021856884184,33.96301080338392,36.97300285543077,13601109
2008-01-29,37.26272201538086,38.53432391282838,36.699354859919914,37.987051215259214,7679877
2008-01-30,35.2024040222168,37.50416007693263,34.73561240915148,37.34319805399621,9016102
2008-01-31,32.900657653808594,35.669206320392696,32.51434909603098,35.572628635151304,41538563
2008-02-01,34.04349136352539,34.28493450275073,33.15819985303248,33.46402739274695,9089201
2008-02-04,35.79796600341797,36.21646774418762,34.68732836370468,34.68732836370468,12009385
2008-02-05,36.90861129760742,37.39149751790569,35.089740741092406,35.8623578202945,14593303
2008-02-06,36.58668899536133,37.0212874888164,34.542471869613145,35.89455291797965,12429218
2008-02-07,34.86439514160156,37.327116236255065,34.63904866983149,36.087707366737824,11300078
2008-02-08,33.963016510009766,35.37948231180474,33.33526248700731,35.08975136517939,13514197
