Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
2000-01-03,79.11463928222656,79.11463928222656,79.11362563889807,79.11362563889807,657536
2000-01-04,85.34599304199219,85.44396535962657,82.29334492763134,85.06295421055844,7191808
2000-01-05,78.5184326171875,82.27816397662691,78.5184326171875,79.49842785212427,21069440
2000-01-06,72.23692321777344,77.46804343585922,72.23692321777344,77.24855262396444,10495616
2000-01-07,66.45796203613281,66.45796203613281,66.45796203613281,66.45796203613281,971392
2000-01-10,69.6569595336914,71.77442113556324,61.141548617155934,66.45798487635959,30230400
2000-01-11,64.08456420898438,69.8731495908495,64.08456420898438,66.83518656516038,15658368
2000-01-12,66.21519470214844,67.58962093664925,59.57446100386659,60.50610309333722,25993472
2000-01-13,61.21799087524414,66.57695962360926,60.9179920268375,66.32885931015905,20038400
2000-01-14,61.65239334106445,62.26302163148194,56.72380510185347,62.01998470879258,16040064
2000-01-17,60.1056022644043,65.24026482342289,59.34155248199583,61.7719232321117,18092928
2000-01-18,60.43342971801758,61.61494197385306,57.341541445795535,59.44128082213913,20290944
2000-01-19,65.26480102539062,65.26809412934573,62.88582514925519,63.52379728845053,19994752
2000-01-20,64.54179382324219,68.61241318576587,63.852936512854654,66.8352043430086,19778560
2000-01-21,67.95011901855469,68.80986155368267,63.306085283715554,65.31620412380474,20786048
2000-01-24,70.27214050292969,73.36175015674374,68.8605012169035,68.8605012169035,25256320
2000-01-25,71.43971252441406,72.15160639635131,67.84807854030292,69.87313461541389,20469632
2000-01-26,71.43971252441406,71.43971252441406,71.43971252441406,71.43971252441406,0
2000-01-27,74.8427505493164,76.96172975338155,73.85288093308048,76.65793345172347,12953792
2000-01-28,77.07868957519531,77.96425777493714,75.19971142183182,75.19971142183182,17281536
2000-01-31,73.1308364868164,76.39461837735146,72.17185116322692,76.30854278665588,7598272
2000-02-01,75.11261749267578,75.44274377651064,72.40478093987264,73.41743521875196,7055424
