Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2000-01-03,15.430099487304688,15.430099487304688,14.559588459263404,14.559588459263404,62409578
2000-01-04,16.66536521911621,16.66536521911621,15.405577057572662,15.840831773028135,132872110
2000-01-05,17.318248748779297,17.649288296666466,15.733551779491828,15.733551779491828,375789847
2000-01-06,18.044694900512695,18.43397365297332,17.716722377075882,17.716722377075882,219621124
2000-01-07,19.283023834228516,19.488392053203643,17.961932866061296,18.08454039138313,278281260
2000-01-10,18.912139892578125,19.537435894484346,18.715969464772293,19.457742221077606,187897934
2000-01-11,17.686067581176758,19.06233237771535,17.401005692111696,18.878421904124007,175675797
2000-01-12,18.495275497436523,18.697576707348986,17.296791928679628,17.71672131421513,169586471
2000-01-13,19.117507934570312,19.396440724913944,18.642406339196853,18.758883102336277,239139851
2000-01-14,19.390308380126953,19.718282526628748,18.97344438106785,18.97344438106785,188507616
2000-01-17,18.927465438842773,19.794909426604953,18.823248627594314,19.509849167152915,150255809
2000-01-18,19.261571884155273,19.5527646150305,18.73129647411007,18.942793886930964,141210936
2000-01-19,19.592607498168945,19.917516216735997,19.384175520927744,19.791843296820137,160790093
2000-01-20,19.178810119628906,19.917517445383496,19.037811864194822,19.617130213697028,216069957
2000-01-21,20.00640869140625,20.132081627852973,19.126703048768388,19.169615279507344,239994540
2000-01-24,19.9941463470459,20.343576574889546,19.73973674903224,19.954297876877828,184344232
2000-01-25,19.614065170288086,19.942039307796662,19.509849992129126,19.92671234226129,136584272
2000-01-26,19.614065170288086,19.614065170288086,19.614065170288086,19.614065170288086,0
2000-01-27,20.533618927001953,20.647028645256796,19.782650027099898,20.168861715265823,210269961
2000-01-28,20.74205207824707,20.959680277422677,20.328253434212893,20.59185926050341,164331247
2000-01-31,20.11675262451172,20.59798656870332,20.018666599899706,20.50296593704746,142723553
2000-02-01,20.47844696044922,20.68687896974773,20.107560566881336,20.279209493658673,149956451
2000-02-02,20.85239601135254,21.266196252312227,20.754311617288185,21.020981173410462,139355731
2000-02-03,20.944351196289062,21.05776419338995,20.62250783896606,20.96580894844052,94831223
2000-02-04,21.097610473632812,21.293780893524385,20.947417675004484,21.088415931877947,99528064
2000-02-07,21.063892364501953,21.422518785656205,20.72365830148095,20.910634175865457,114747088
2000-02-08,20.990331649780273,21.266197400314415,20.907570942122167,21.180371299317514,90057597
2000-02-09,21.480756759643555,21.74129550179756,21.13745568557696,21.394930672378816,160165902
2000-02-10,21.80872917175293,22.30222303155184,21.14358641289087,21.382670679438746,151143675
2000-02-11,22.27157211303711,22.927520371295675,22.072336303634298,22.314485977943452,114214724
2000-02-14,21.584976196289062,22.124447781835112,21.456237858688873,22.007971018052324,71806185
2000-02-15,21.109872817993164,21.72597263795326,20.968874555963147,21.57884358953158,113776526
2000-02-16,21.342824935913086,21.689189808613005,21.033243144493316,21.45623629799214,110304203
2000-02-17,21.735170364379883,21.873103243030414,21.302979367944356,21.315239304103823,107425289
2000-02-18,21.422515869140625,21.943596587056746,21.333626033583368,21.879226617346415,70451511
2000-02-21,21.18956756591797,21.578844684095923,20.94435247277689,21.3581527377654,41234633
2000-02-22,20.496837615966797,21.27232645225778,20.38342625043205,21.21102349825145,100723088
2000-02-23,20.21790885925293,21.1313323154686,20.064650637403123,21.1313323154686,67665446
2000-02-24,20.643966674804688,20.88611473505124,20.187254181750962,20.407947763712517,79319185
2000-02-25,20.14434242248535,21.020982709241295,19.99108421509669,20.929027457308802,54786600
2000-02-28,20.420207977294922,20.67461761430386,19.0040961289749,19.914454096644157,70386208
2000-02-29,19.056201934814453,21.01791587174814,18.786467005359373,20.71446325736306,139625441
2000-03-01,19.420957565307617,20.220969452690493,18.3297562717831,19.310611606270882,150769883
2000-03-02,17.88530921936035,19.73974135522611,17.8699822512976,19.546634657608156,175562684
2000-03-03,16.456932067871094,17.53893881306153,16.456932067871094,17.53893881306153,64935300
2000-03-06,15.568034172058105,17.401010238597024,15.141975561083703,16.456936118330113,146075956
2000-03-07,14.853845596313477,15.877614860405618,14.712847336139328,15.755007321668025,133888438
2000-03-08,14.280655860900879,15.356531733963655,14.099810791959738,15.13583983500066,101621246
2000-03-09,14.1795072555542,14.85997708064108,13.741187126161504,14.461503789148697,77665531
2000-03-10,13.293672561645508,14.394071051729359,13.155739678539435,14.345028030514328,92389443
2000-03-13,12.456877708435059,14.069160712427019,12.279098004262664,13.48064697900647,150763063
2000-03-14,13.437735557556152,13.456126280214924,12.08599206094143,12.597876727006545,141532996
2000-03-15,14.513611793518066,14.513611793518066,13.241562853439403,13.731991380186555,79982280
2000-03-16,14.397135734558105,15.191016940356276,14.105943015155042,14.682196029741336,147946692
2000-03-17,14.397135734558105,14.397135734558105,14.397135734558105,14.397135734558105,0
2000-03-20,14.397135734558105,14.397135734558105,14.397135734558105,14.397135734558105,0
2000-03-21,14.584107398986816,14.884494573840025,13.952680762051797,14.639279551003133,95762643
2000-03-22,14.921280860900879,15.233929707316964,14.786413373229827,15.019366901933102,69064318
2000-03-23,14.771086692810059,15.06840854469441,14.62395764471422,15.034690857111313,60024739
2000-03-24,14.749628067016602,14.893690059902019,14.568782999620968,14.663801984823488,36941526
2000-03-27,15.929722785949707,15.929722785949707,14.896759011214524,14.896759011214524,58001578
2000-03-28,17.204833984375,17.204833984375,16.128956485166587,16.128956485166587,98405624
2000-03-29,16.631650924682617,17.77189542353958,16.49065264969019,17.459248213771335,143934962
2000-03-30,17.96193504333496,17.96193504333496,15.8347028180015,16.49065111111451,240432206
2000-03-31,19.399503707885742,19.399503707885742,17.17112160483198,18.207149220560336,275945423
2000-04-03,20.14434242248535,20.456991261553704,19.500655658957918,20.086104860426463,299036394
2000-04-04,18.53512191772461,19.984951316665548,18.53512191772461,19.984951316665548,189486468
2000-04-05,18.528993606567383,19.12670270798973,17.05770802710831,18.59949110045648,352720260
2000-04-06,19.9941463470459,20.012537066933206,18.547382424307678,18.57496932288674,227418526
2000-04-07,21.59417152404785,21.59417152404785,20.217906529677506,20.217906529677506,163657523
2000-04-10,22.34819984436035,23.29533906042796,22.03861646613269,22.676173941468758,309647520
2000-04-11,21.686124801635742,22.00796814741136,21.241673921161127,21.946663561313716,136676715
2000-04-12,20.717529296875,22.069272761117322,20.499902748547896,21.885362263941108,241770257
2000-04-13,19.062332153320312,20.29759704973541,19.062332153320312,20.29759704973541,3153974
2000-04-14,19.062332153320312,19.062332153320312,19.062332153320312,19.062332153320312,0
2000-04-17,18.292972564697266,18.440101596684126,17.53893832263483,17.53893832263483,223113571
2000-04-18,18.394128799438477,18.936664176767344,18.02324072941899,18.213282036165577,122899571
2000-04-19,19.301422119140625,19.865415319190653,18.58110692396373,18.863103523988745,228183965
2000-04-20,20.70526885986328,20.846267122617054,18.95811754149897,19.18800565740265,271517327
2000-04-21,20.70526885986328,20.70526885986328,20.70526885986328,20.70526885986328,0
2000-04-24,20.65622329711914,22.106052582689845,19.801039283879177,21.211020100108136,246733265
2000-04-25,20.3558406829834,20.812551568399215,19.105248549263543,19.758131520359278,221403241
2000-04-26,21.943601608276367,21.9865138395719,20.843202373641994,20.843202373641994,238053151
2000-04-27,21.18956756591797,22.437094235096797,20.73898585570652,22.118316251509846,413796521
2000-04-28,21.15278434753418,21.572713726527734,20.86159165352583,21.30297714668358,188028343
2000-05-01,21.15278434753418,21.15278434753418,21.15278434753418,21.15278434753418,0
2000-05-02,20.178054809570312,21.741295445960457,19.93897218047247,21.333627673110616,230017702
2000-05-03,20.107559204101562,20.466184000024626,18.955051625652555,20.04625461655331,192704191
2000-05-04,20.671552658081055,21.024048340305896,20.291471709961804,20.291471709961804,158631859
2000-05-05,20.55813980102539,20.93822235913892,20.113688897988354,20.75124647329228,156073814
2000-05-08,19.86234474182129,20.659291304570438,19.75812955976747,20.29147031791587,82504670
2000-05-09,20.12901496887207,20.34357774657154,19.51904432208919,19.70908559269454,85940035
2000-05-10,19.938974380493164,20.53055268907451,19.81943223400615,20.230165445015807,93165917
2000-05-11,19.417896270751953,19.865410949531867,19.24931109912443,19.865410949531867,90033846
2000-05-12,19.365787506103516,19.770389945644226,19.206398517421135,19.592610234709348,57913070
2000-05-15,19.58648109436035,19.90525909851824,18.78953444646907,19.12977020547088,81188494
2000-05-16,19.45774269104004,19.733608436411966,19.31061363850978,19.617131679199613,43882418
2000-05-17,19.546630859375,20.13207998819493,19.387241884970422,19.67230214809002,109270328
2000-05-18,19.010225296020508,19.60180359056146,18.826314809635026,19.494523019335368,75382294
2000-05-19,19.347396850585938,19.558892613463847,18.835512194063224,18.881488181104856,111574963
2000-05-22,19.1542911529541,19.427091520843856,18.942793741754116,19.188007206009697,43662227
2000-05-23,19.295286178588867,19.371914452176036,18.912138260668097,19.14509174936495,58389850
2000-05-24,19.172679901123047,19.48839410741825,19.00409474072248,19.22785370270762,56605367
2000-05-25,19.175743103027344,19.482261094866768,19.071526298053556,19.145090812594557,36653287
2000-05-26,19.399503707885742,19.494524350673657,19.065400398966837,19.298353915963702,49082689
2000-05-29,20.809484481811523,21.29991301861346,19.494524103524462,19.525176398792212,165326988
2000-05-30,21.07615852355957,21.201829839843292,20.665425244125508,20.88918260848203,79692753
2000-05-31,21.082284927368164,21.873100659904296,20.971937327482166,21.517539628319348,118366163
2000-06-01,20.794160842895508,21.20489410038071,20.60718493780963,20.97194056740475,75363108
2000-06-02,20.686878204345703,21.211022782785527,20.481509958484054,21.02711228947356,81875438
2000-06-05,20.794160842895508,21.56965136747237,20.62251026794081,20.70220558711534,151857297
2000-06-06,20.769634246826172,21.017914686639386,20.604114499449413,20.720591237418528,54887782
2000-06-07,20.717529296875,21.112937193303146,20.613314112640136,20.837071447538822,52545769
2000-06-08,20.895309448242188,21.149719063931617,20.735920468984553,20.83707025414049,64426688
2000-06-09,20.916767120361328,21.621758463330753,20.78496503178304,20.959679352107912,172161391
