Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,32.38557815551758,35.250704510369104,26.767999775913133,28.908796765471156,855215656
1,2007-10-08,30.72766876220703,33.48012071257007,30.534513396740614,33.48012071257007,126671715
2,2007-10-09,32.82018280029297,33.10991372744685,29.085860943707615,30.743769817332836,116725709
3,2007-10-10,33.126007080078125,33.8020487537738,32.83627618174463,33.67327776759036,67931378
4,2007-10-11,36.828125,38.630900838195814,32.83626702237896,38.630900838195814,106320954
5,2007-10-12,36.58667755126953,37.95485481647085,35.73357965918361,36.055503721583925,99410791
6,2007-10-15,37.06956481933594,37.56854975169036,36.74764074673619,37.34320115432067,41814972
7,2007-10-16,40.8521842956543,41.49603699041757,36.86032553292788,37.117863117732455,138614496
8,2007-10-17,44.03923797607422,45.06939270416665,34.15616198974703,36.699364252332515,204876259
9,2007-10-18,42.49399948120117,48.11157803502763,40.675128780773825,44.747468687558325,146617799
10,2007-10-19,42.349124908447266,44.07141964355362,40.240519523202614,41.52821586849711,110266491
11,2007-10-22,41.785762786865234,43.08955374685492,40.401486429232264,41.4960319475759,72253405
12,2007-10-23,44.7635612487793,45.165966407860594,42.81591765900058,42.81591765900058,74594921
13,2007-10-24,44.07142639160156,46.1961265599384,43.57244136157235,45.713235990139744,63055170
14,2007-10-25,43.97484588623047,45.00500485164343,38.84015425191117,42.5744750435638,34522489
15,2007-10-26,45.294742584228516,46.019071988891504,43.540254057494366,44.74746973193268,62370025
16,2007-10-29,46.212215423583984,47.32285530350202,45.80981030279846,46.03515891698836,43657697
17,2007-10-30,47.24238204956055,48.513979820564494,45.45570039958244,46.839976862589225,79921711
18,2007-10-31,48.2242546081543,49.286607046026774,47.3228686303015,47.48383072394494,44655368
19,2007-11-01,47.14578628540039,49.785565168242606,46.75948005601141,49.41535339435448,50632492
20,2007-11-02,47.9989013671875,48.28863660130121,45.0693906681138,45.43960694139779,32001693
21,2007-11-05,48.98075866699219,50.059205156946895,47.67696358521128,47.96669873652342,38833135
22,2007-11-06,49.6246223449707,52.76338295905699,48.94858072404617,49.833872179301274,81880281
23,2007-11-07,48.90028381347656,51.25032803525878,47.8057427288982,50.54209762353167,33593141
24,2007-11-08,48.063289642333984,49.36708514275912,47.00094163432177,47.64478997042032,27990521
25,2007-11-12,49.22221755981445,50.09141456079059,45.34302871190359,46.61463092326202,35153735
26,2007-11-13,50.39722442626953,51.41128437178822,48.46568000951978,50.05920589988818,43830531
27,2007-11-14,49.73731231689453,51.990782184365976,49.479770283642836,51.28254705089545,36738579
28,2007-11-15,50.57429122924805,51.45958252432335,49.624613366162656,50.670866714888014,29242252
29,2007-11-16,50.22018051147461,51.3630094977053,49.6407144215067,50.34894929823112,18895294
30,2007-11-19,52.0390625,53.9223200642976,50.9767143182817,51.363020763280765,40716718
31,2007-11-20,51.2342414855957,53.27846074278146,50.606487636899615,51.82980204552199,26342171
32,2007-11-21,47.24238204956055,51.8458956419622,46.099548698736555,51.54007031968943,26814499
33,2007-11-22,45.616641998291016,48.642731139086166,43.63681024036031,46.74337601605021,34096185
34,2007-11-23,48.64274215698242,48.93247295390022,45.906383127676115,48.61054887590828,27664090
35,2007-11-26,49.029056549072266,50.445521853502896,48.64275021134144,50.445521853502896,20159123
36,2007-11-27,47.821842193603516,49.86606134921132,47.3228615247812,49.86606134921132,20573198
37,2007-11-28,47.11361312866211,49.09345031950269,46.79168895016785,48.86810164800627,16435311
38,2007-11-29,45.842002868652344,48.54616436475616,45.24644242593084,48.288626838031966,25530967
39,2007-11-30,47.61259078979492,47.902321631919094,46.0351634347852,46.67901169122798,18437721
40,2007-12-03,48.288631439208984,48.884191938678406,47.82183971537137,48.1920515827036,16851227
41,2007-12-04,47.660892486572266,49.01297596742062,47.30677496859991,48.61057068935584,14008727
42,2007-12-05,49.56023025512695,49.73729114631763,47.644784302908285,47.74135979528469,27725290
43,2007-12-06,48.64274215698242,51.39519127726367,48.01498845834823,50.63866882070764,24104710
44,2007-12-07,48.433494567871094,49.640710023717816,47.56430205948667,48.94857403564077,11742386
45,2007-12-10,48.48179244995117,49.07734865262381,47.854038591639736,48.90029211124154,8330010
46,2007-12-11,48.256431579589844,49.19001053370546,48.014988520781934,48.91637419378155,11685950
47,2007-12-12,48.2242546081543,48.65885313426684,47.3228686303015,47.64479281758839,16342131
48,2007-12-13,47.41944122314453,48.93248655687527,47.24238467757807,48.288638221904904,14620172
49,2007-12-14,46.95265579223633,47.69308409754926,46.711212633925356,47.258485539314194,10991851
50,2007-12-17,44.119720458984375,47.48382990463697,43.45977326660754,47.22628793942546,19355678
51,2007-12-18,43.926570892333984,45.39132436659153,42.55839293883177,43.620741132647495,21607783
52,2007-12-19,43.12175750732422,45.729344427086765,42.751545546838976,45.34303363661215,19526912
53,2007-12-20,42.68714904785156,44.039232134188076,42.49399369746414,43.68511471954037,17105204
54,2007-12-24,43.99095153808594,44.68308765362374,42.97688687532872,43.33100434753155,16711519
55,2007-12-26,45.32691955566406,45.87419221091597,44.232378611534806,44.232378611534806,20930094
56,2007-12-27,45.648860931396484,46.90436438363176,45.26255016161199,46.26051601157508,44565277
57,2007-12-28,46.00299072265625,46.19614615924929,45.06940684018611,45.55229324848002,18354518
58,2007-12-31,46.340999603271484,46.61463604969977,45.777632246780044,46.357098433282836,11982308
59,2008-01-01,47.1940803527832,47.628678739756154,46.14782707906584,46.58242546603879,16687746
60,2008-01-02,46.936546325683594,47.548201257956606,46.244410366364775,47.19408386568007,13437280
61,2008-01-03,48.86809539794922,49.06125075361711,46.08345248339512,46.64681972370739,31815218
62,2008-01-04,48.61055374145508,50.22017429252559,48.28862963124098,49.57632607209739,28011310
63,2008-01-07,48.208160400390625,49.31879623258058,47.69308082473127,48.30473591053713,15858063
64,2008-01-08,46.56633377075195,48.93247680341189,46.00296658994603,48.256435313169746,13282666
65,2008-01-09,45.825904846191406,46.82387042086799,45.71323053888719,46.614620630945886,13113527
66,2008-01-10,44.73136901855469,47.32286092402945,44.42553934388435,46.035164384576305,18023003
67,2008-01-11,45.40740966796875,45.8420081146276,43.62072813534356,45.343023095732086,11629440
68,2008-01-14,46.09953689575195,46.58242299648295,44.76355289033777,45.48788204143427,10264240
69,2008-01-15,44.699180603027344,47.033130835135736,44.328968680864655,46.83997982626895,11558334
70,2008-01-16,43.78171157836914,44.74748443525768,42.67107541277386,44.37727238005925,14834065
71,2008-01-17,44.956722259521484,45.95468805298553,43.00907842448863,43.94265763784171,16169395
72,2008-01-18,42.86421585083008,44.63479880191813,42.493999558865376,44.58650668287853,13254156
73,2008-01-21,35.572628021240234,42.49399738506381,30.985206608541354,42.49399738506381,33202389
74,2008-01-22,31.999269485473633,33.80204566162188,25.41591864182429,32.063653881081514,58755707
75,2008-01-23,35.572628021240234,36.9408056861821,32.51434853489959,32.51434853489959,28425991
76,2008-01-24,35.65311050415039,38.180216107949086,33.96300861430983,37.48808001681339,29911930
77,2008-01-25,37.48807907104492,37.66513561324904,35.97503376604724,37.343211451877266,12550722
78,2008-01-28,37.890480041503906,38.180210881108884,33.96300396480187,36.97299541077532,13601109
79,2008-01-29,37.262718200683594,38.534319967953394,36.699351102896244,37.98704732641019,7679877
80,2008-01-30,35.202415466308594,37.5041722693116,34.7356237014921,37.343210194047394,9016102
81,2008-01-31,32.900657653808594,35.669206320392696,32.51434909603098,35.572628635151304,41538563
82,2008-02-01,34.04349899291992,34.28494218625443,33.15820728402673,33.464034892279386,9089201
83,2008-02-04,35.7979850769043,36.21648704065554,34.687346845433034,34.687346845433034,12009385
84,2008-02-05,36.90861129760742,37.39149751790569,35.089740741092406,35.8623578202945,14593303
85,2008-02-06,36.58667755126953,37.02127590878486,34.54246106493992,35.89454169038377,12429218
86,2008-02-07,34.86439895629883,37.32712032041163,34.63905245987241,36.08771131528413,11300078
87,2008-02-08,33.96300506591797,35.37947039042423,33.33525125444192,35.08973954142588,13514197
88,2008-02-11,31.564682006835938,34.4459060015731,31.22666108298082,34.4459060015731,15133331
89,2008-02-12,31.001304626464844,32.723599813088,30.743764853251847,32.514349975395696,10237627
90,2008-02-13,30.55061149597168,31.95098032113531,29.922859803092262,31.54857510990645,10395753
91,2008-02-14,33.22257995605469,33.56060074388351,31.22664851675604,31.22664851675604,12514003
92,2008-02-15,34.17224884033203,34.445885180717006,32.20851108544397,33.09380230256463,12080990
93,2008-02-18,33.979103088378906,34.94487778039241,33.68937220900645,34.94487778039241,6977153
94,2008-02-19,33.608890533447266,34.671240709779326,33.35135076597465,34.590759668893384,7226542
95,2008-02-20,32.771881103515625,33.303057190378766,32.401669253461456,33.28696054837911,5604999
96,2008-02-21,32.99723434448242,33.56060161102417,32.59482915409546,33.30306185253894,3874365
97,2008-02-22,32.57874298095703,32.78799287393799,31.56468026533986,31.902701170545583,2691220
98,2008-02-25,32.85237121582031,33.25477646116105,32.06365737159009,32.96504555779099,6270186
99,2008-02-26,32.98114013671875,33.44792975541424,32.82017804867286,33.158198870206846,7139423
100,2008-02-27,34.91267013549805,36.63496242485477,33.46401196788863,33.46401196788863,43223132
101,2008-02-28,35.89455032348633,36.16818671561459,34.76781583409105,35.250702043831886,35763847
102,2008-02-29,35.37948226928711,36.377448298799145,34.80002037673277,35.66921539875278,16477462
103,2008-03-03,33.89862060546875,35.02535733440629,33.51231205499217,33.83423621092064,10049153
104,2008-03-04,33.0294189453125,34.25273091981944,32.19241762405113,34.12396215752921,11485198
105,2008-03-05,33.641082763671875,33.80204484037485,32.22461517877303,33.190387638990835,8581053
106,2008-03-07,31.91878318786621,33.15819187772526,30.582796828908553,33.15819187772526,14251925
107,2008-03-10,31.8055362701416,32.03202484933756,29.977447216467244,31.96731414017483,11713659
108,2008-03-11,34.42634963989258,34.74990548331908,30.802524632366435,31.546701316844597,19665129
109,2008-03-12,33.55275344848633,35.59115595286291,33.229197565069526,35.364667273321906,12262350
110,2008-03-13,28.942073822021484,33.00270193707412,28.149362513400096,32.679146121779404,47000084
111,2008-03-14,30.93193817138672,31.061359597915363,29.152381488226705,29.75095832873786,35798540
112,2008-03-17,29.718605041503906,30.349538356415255,29.087671726592554,30.349538356415255,19211273
113,2008-03-18,29.977447509765625,30.559848286433994,29.18473418344469,29.670067798292862,12632937
114,2008-03-19,30.15540885925293,33.58509901827571,29.96127450180214,31.384919142263943,16449023
115,2008-03-24,30.446609497070312,31.287855489491967,29.783319640844006,31.287855489491967,11636914
116,2008-03-25,31.595233917236328,31.78936609388201,30.673098946845954,31.239321635339223,13232423
117,2008-03-26,31.401098251342773,32.16145527937763,31.06136421340692,31.384920022059497,11448313
118,2008-03-27,31.96731948852539,32.27469924841749,30.931941385937474,30.931941385937474,17425122
119,2008-03-28,32.03203201293945,32.27470106651228,31.190788217183677,32.11292096604597,11599511
120,2008-03-31,31.8055362701416,32.1776266877697,31.38491336920465,32.03202484933756,9914705
121,2008-04-01,31.87025260925293,32.323232041917436,31.465807862723825,32.03203050786457,6034588
122,2008-04-02,32.387943267822266,33.326256410961086,32.03203100762251,32.03203100762251,6087024
123,2008-04-03,32.12908935546875,32.61442292546664,31.87024434595269,32.4688232933178,3883474
124,2008-04-04,31.96731948852539,32.33940996840677,31.352564357247516,32.33940996840677,5906537
125,2008-04-07,31.837890625,32.16144634375702,31.465800231877843,32.015846709166894,4088729
126,2008-04-08,31.029003143310547,31.854070713258093,30.802514565781536,31.78935781031885,5753811
127,2008-04-09,31.10989761352539,31.38491872294418,30.753985361038527,31.12607584213901,3776374
128,2008-04-10,31.724647521972656,31.95113610250256,30.948114618940757,31.061357812079304,7075297
129,2008-04-11,31.87025260925293,32.193808406476215,31.546696812029644,32.03203050786457,4012660
130,2008-04-15,32.355587005615234,32.51736489675825,31.12607459407771,31.676118985113344,6362785
131,2008-04-16,31.91878318786621,32.905628681253994,31.789359569080084,32.6791400911944,4725794
132,2008-04-17,33.14830017089844,33.90865498716184,32.04820913027328,32.40412138929237,14831167
